game_id,blue_kills,blue_deaths,blue_assists,blue_elite_monsters,blue_dragons,blue_heralds,blue_towers_destroyed,blue_total_gold,blue_avg_level,blue_total_experience,blue_total_minions_killed,blue_total_jungle_minions_killed,blue_gold_diff,blue_experience_diff,blue_cs_per_min,blue_gold_per_min,red_kills,red_deaths,red_assists,red_elite_monsters,red_dragons,red_heralds,red_towers_destroyed,red_total_gold,red_avg_level,red_total_experience,red_total_minions_killed,red_total_jungle_minions_killed,red_gold_diff,red_experience_diff,red_cs_per_min,red_gold_per_min,winner,blue_kda,red_kda,blue_vision_score,red_vision_score,first_blood
4506113510,10,3,12,1,1,0,0,18177,7,18965,219,50,3504,995,21.9,1817.7,3,10,4,0,0,0,0,14673,6.8,17970,214,46,-3504,-995,21.4,1467.3,blue,7.33,0.7,17,19,blue
4520650445,7,5,12,1,0,1,0,16605,6.6,16894,220,39,2046,584,22,1660.5,5,7,9,1,1,0,0,14559,6.6,16310,175,44,-2046,-584,17.5,1455.9,red,3.8,2,21,25,red
4420437374,4,3,3,0,0,0,0,14742,6.8,17515,203,40,-541,-1094,20.3,1474.2,3,4,5,2,1,1,0,15283,7.2,18609,230,60,541,1094,23,1528.3,red,2.33,2,19,20,blue
4465091109,3,8,1,0,0,0,0,14440,7,17275,194,60,-3132,-1630,19.4,1444,8,3,6,1,1,0,0,17572,7,18905,220,50,3132,1630,22,1757.2,red,0.5,4.67,13,19,red
4452001720,2,13,3,0,0,0,0,12798,5.4,12111,187,4,-8472,-8242,18.7,1279.8,13,2,16,1,1,0,1,21270,7.6,20353,224,64,8472,8242,22.4,2127,red,0.38,14.5,17,17,red
4517686299,5,6,6,0,0,0,0,15698,6.6,17663,201,63,-687,-372,20.1,1569.8,6,5,8,1,1,0,0,16385,7,18035,230,43,687,372,23,1638.5,red,1.83,2.8,18,26,red
4524698589,7,2,7,1,1,0,0,17324,7.2,19349,216,48,3129,2922,21.6,1732.4,2,7,3,0,0,0,0,14195,6.8,16427,208,47,-3129,-2922,20.8,1419.5,blue,7,0.71,83,18,blue
4478918776,2,4,5,1,0,1,0,14613,6.8,17026,233,47,-2539,-943,23.3,1461.3,4,2,7,1,1,0,0,17152,7,17969,234,47,2539,943,23.4,1715.2,red,1.75,5.5,13,18,red
4518368417,4,5,4,0,0,0,0,14705,6.6,16663,196,44,-2167,-2507,19.6,1470.5,5,4,6,1,1,0,0,16872,7.2,19170,240,65,2167,2507,24,1687.2,red,1.6,2.75,15,18,blue
4487456685,8,5,10,0,0,0,0,17536,7.2,19665,247,47,910,1269,24.7,1753.6,5,8,6,1,1,0,0,16626,7,18396,226,68,-910,-1269,22.6,1662.6,blue,3.6,1.38,19,21,red
4508403926,5,5,3,1,0,1,0,15226,6.6,17298,213,55,-521,-1275,21.3,1522.6,5,5,3,1,1,0,0,15747,7.2,18573,236,48,521,1275,23.6,1574.7,red,1.6,1.6,16,13,red
4502937096,6,5,5,0,0,0,0,16051,7,17771,197,41,523,-1060,19.7,1605.1,5,6,4,1,1,0,0,15528,7.2,18831,226,54,-523,1060,22.6,1552.8,red,2.2,1.5,15,20,blue
4521579265,3,4,4,0,0,0,0,15158,6.8,17197,236,47,-341,-1982,23.6,1515.8,4,3,5,2,1,1,0,15499,7,19179,219,56,341,1982,21.9,1549.9,blue,1.75,3,18,21,red
4518125145,8,8,13,0,0,0,0,16934,6.4,16045,193,44,247,-775,19.3,1693.4,8,8,6,1,1,0,0,16687,6.6,16820,191,56,-247,775,19.1,1668.7,red,2.62,1.75,19,16,blue
4454573791,4,8,7,1,0,1,0,15228,6.8,16963,198,52,-2236,-2070,19.8,1522.8,8,4,8,1,1,0,0,17464,7.2,19033,227,48,2236,2070,22.7,1746.4,red,1.38,4,27,25,blue
4521700370,10,4,7,0,0,0,0,17710,7,18758,205,56,3297,2983,20.5,1771,4,10,3,1,1,0,0,14413,6.4,15775,183,44,-3297,-2983,18.3,1441.3,blue,4.25,0.7,18,17,blue
4510866403,2,3,2,0,0,0,0,14971,7,18121,228,49,-682,-89,22.8,1497.1,3,2,5,1,1,0,0,15653,7.2,18210,252,49,682,89,25.2,1565.3,red,1.33,4,18,22,red
4522684962,10,5,10,1,0,1,0,17835,7.2,18036,205,50,1923,437,20.5,1783.5,5,10,5,0,0,0,0,15912,6.8,17599,216,43,-1923,-437,21.6,1591.2,red,4,1,24,20,red
4463456988,7,3,4,2,1,1,0,17071,7.2,19347,234,64,1738,2447,23.4,1707.1,3,7,2,0,0,0,0,15333,6.8,16900,226,57,-1738,-2447,22.6,1533.3,blue,3.67,0.71,18,19,red
4518358306,6,11,10,1,1,0,0,16245,7,18044,208,50,-3451,-2220,20.8,1624.5,11,6,10,1,0,1,0,19696,7.6,20264,235,59,3451,2220,23.5,1969.6,red,1.45,3.5,46,31,red
4513008281,6,2,6,0,0,0,0,16835,7,17368,235,42,2251,-284,23.5,1683.5,2,6,2,2,1,1,0,14584,7,17652,248,49,-2251,284,24.8,1458.4,red,6,0.67,20,91,blue
4432115286,6,9,8,0,0,0,0,17088,7.2,18768,226,67,-884,963,22.6,1708.8,9,6,15,2,1,1,0,17972,6.8,17805,218,48,884,-963,21.8,1797.2,red,1.56,4,20,21,blue
4502817224,5,4,7,1,1,0,0,16383,7.2,19209,223,56,864,898,22.3,1638.3,4,5,2,0,0,0,0,15519,7,18311,246,45,-864,-898,24.6,1551.9,red,3,1.2,14,17,red
4479373618,4,2,2,1,1,0,1,16577,6.8,17637,220,58,1830,-1232,22,1657.7,2,4,1,1,0,1,0,14747,7,18869,219,66,-1830,1232,21.9,1474.7,blue,3,0.75,22,21,blue
4501993937,12,5,19,1,1,0,0,19607,7.6,19804,221,44,3913,2948,22.1,1960.7,5,12,7,0,0,0,0,15694,6.6,16856,220,52,-3913,-2948,22,1569.4,blue,6.2,1,62,19,blue
4519007166,8,9,7,2,1,1,0,15775,6.6,17200,149,47,-2675,-1325,14.9,1577.5,9,8,11,0,0,0,0,18450,7,18525,231,42,2675,1325,23.1,1845,blue,1.67,2.5,21,23,blue
4521254867,4,8,4,2,1,1,0,14998,6.6,16127,185,45,-1430,147,18.5,1499.8,8,4,7,0,0,0,0,16428,6.6,15980,196,48,1430,-147,19.6,1642.8,red,1,3.75,14,15,blue
4472127504,8,8,10,2,1,1,0,16906,6.8,17910,207,48,226,221,20.7,1690.6,8,8,4,0,0,0,0,16680,6.8,17689,176,54,-226,-221,17.6,1668,red,2.25,1.5,21,18,blue
4479722727,9,3,8,2,1,1,1,18743,7,18381,209,49,4324,1705,20.9,1874.3,3,9,1,0,0,0,0,14419,6.6,16676,191,56,-4324,-1705,19.1,1441.9,blue,5.67,0.44,19,19,blue
4447477693,8,8,11,0,0,0,0,16634,7,17892,198,40,-355,279,19.8,1663.4,8,8,7,0,0,0,0,16989,6.8,17613,195,44,355,-279,19.5,1698.9,red,2.38,1.88,20,41,red
4472428830,3,8,4,0,0,0,0,13636,6.2,14432,177,35,-4529,-4665,17.7,1363.6,8,3,7,2,1,1,0,18165,7.4,19097,249,60,4529,4665,24.9,1816.5,red,0.88,5,71,39,red
4524480433,3,10,1,1,1,0,0,13744,6.4,15449,167,50,-4663,-3624,16.7,1374.4,10,3,11,0,0,0,0,18407,7.2,19073,219,44,4663,3624,21.9,1840.7,red,0.4,7,14,17,blue
4522555214,4,4,9,1,1,0,0,15823,6.8,17501,230,46,-211,-1817,23,1582.3,4,4,4,0,0,0,0,16034,7.2,19318,233,64,211,1817,23.3,1603.4,red,3.25,2,17,40,blue
4449686178,7,6,6,1,1,0,0,16356,7.2,19371,219,47,38,1241,21.9,1635.6,6,7,5,1,0,1,0,16318,7,18130,226,40,-38,-1241,22.6,1631.8,blue,2.17,1.57,39,13,blue
4465356930,11,9,14,1,0,1,1,19801,6.6,17196,195,55,3315,904,19.5,1980.1,9,11,12,1,1,0,0,16486,6.4,16292,147,45,-3315,-904,14.7,1648.6,red,2.78,1.91,21,18,red
4506680103,11,9,12,0,0,0,0,18200,7,17815,202,39,1211,-757,20.2,1820,9,11,10,1,1,0,0,16989,7.2,18572,211,60,-1211,757,21.1,1698.9,red,2.56,1.73,20,21,blue
4456179027,4,3,2,0,0,0,0,15335,6.8,18648,230,40,-188,270,23,1533.5,3,4,2,1,1,0,0,15523,7,18378,248,60,188,-270,24.8,1552.3,red,2,1.25,55,14,red
4487676643,6,4,4,0,0,0,0,16792,7.2,18901,238,52,1852,2113,23.8,1679.2,4,6,5,0,0,0,0,14940,6.6,16788,218,40,-1852,-2113,21.8,1494,blue,2.5,1.5,17,21,blue
4473506921,12,8,13,1,1,0,1,20086,7,18345,232,44,3059,1408,23.2,2008.6,8,12,8,1,0,1,0,17027,6.4,16937,207,56,-3059,-1408,20.7,1702.7,red,3.12,1.33,17,21,blue
4521783603,1,4,1,0,0,0,0,13858,6.4,16054,232,45,-2552,-2268,23.2,1385.8,4,1,6,2,1,1,0,16410,7,18322,239,63,2552,2268,23.9,1641,red,0.5,10,20,15,red
4519169222,5,7,9,0,0,0,0,16190,7,17505,222,53,-1566,-1852,22.2,1619,7,5,6,1,1,0,0,17756,7.2,19357,258,62,1566,1852,25.8,1775.6,red,2,2.6,55,20,blue
4493402938,7,10,5,0,0,0,0,16112,7,18155,202,42,-2967,-758,20.2,1611.2,10,7,10,0,0,0,0,19079,7.2,18913,238,45,2967,758,23.8,1907.9,red,1.2,2.86,15,16,blue
4523323599,9,11,10,1,0,1,0,17298,6.8,17146,198,40,-98,-169,19.8,1729.8,11,9,13,1,1,0,0,17396,7,17315,182,36,98,169,18.2,1739.6,blue,1.73,2.67,30,52,red
4512807335,2,4,3,0,0,0,0,14593,6.6,17874,240,38,-1972,-1177,24,1459.3,4,2,5,0,0,0,0,16565,7.2,19051,253,64,1972,1177,25.3,1656.5,red,1.25,4.5,14,14,red
4510691546,10,8,17,1,1,0,0,17723,6.8,17913,201,54,557,-1383,20.1,1772.3,8,10,9,0,0,0,0,17166,7.4,19296,204,68,-557,1383,20.4,1716.6,blue,3.38,1.7,16,15,blue
4450170058,8,3,11,1,0,1,0,16565,6.8,17417,204,45,1217,309,20.4,1656.5,3,8,2,0,0,0,0,15348,6.6,17108,214,45,-1217,-309,21.4,1534.8,red,6.33,0.62,23,78,blue
4497712191,4,5,7,0,0,0,0,16301,7.2,19215,254,62,-27,394,25.4,1630.1,5,4,6,1,1,0,0,16328,7.2,18821,234,46,27,-394,23.4,1632.8,blue,2.2,2.75,17,20,red
4524932561,6,5,5,1,0,1,0,16698,7.2,19972,238,59,865,2685,23.8,1669.8,5,6,8,1,1,0,0,15833,6.8,17287,213,48,-865,-2685,21.3,1583.3,blue,2.2,2.17,19,26,blue
4520745739,1,4,1,0,0,0,0,14878,7,18414,235,60,-1653,-1289,23.5,1487.8,4,1,4,1,1,0,0,16531,7.2,19703,258,64,1653,1289,25.8,1653.1,red,0.5,8,13,14,red
4490937979,5,3,3,1,1,0,0,16494,7,19149,255,66,1932,2097,25.5,1649.4,3,5,3,0,0,0,0,14562,6.6,17052,182,52,-1932,-2097,18.2,1456.2,red,2.67,1.2,20,17,red
4524927159,5,9,4,0,0,0,0,15463,7,17005,206,60,-3386,-2729,20.6,1546.3,9,5,13,0,0,0,0,18849,7,19734,234,51,3386,2729,23.4,1884.9,red,1,4.4,15,19,blue
4495222052,6,15,9,0,0,0,0,15435,6.6,15816,161,40,-5097,-3482,16.1,1543.5,15,6,16,1,1,0,0,20532,7.4,19298,226,44,5097,3482,22.6,2053.2,red,1,5.17,17,20,red
4502309990,5,1,8,2,1,1,0,16165,6.8,18233,215,67,1321,1735,21.5,1616.5,1,5,2,0,0,0,0,14844,6.6,16498,245,56,-1321,-1735,24.5,1484.4,red,13,0.6,55,16,blue
4524336258,6,6,9,1,1,0,0,16640,7.2,17949,233,50,-276,-1424,23.3,1664,6,6,8,0,0,0,0,16916,7.4,19373,220,59,276,1424,22,1691.6,red,2.5,2.33,15,24,blue
4483668263,6,4,6,1,0,1,0,16422,7,17507,212,53,-19,-1122,21.2,1642.2,4,6,2,0,0,0,0,16441,7,18629,256,68,19,1122,25.6,1644.1,red,3,1,13,12,blue
4446171042,8,4,7,0,0,0,0,17863,7.2,19086,256,33,2590,1850,25.6,1786.3,4,8,4,0,0,0,0,15273,7,17236,218,48,-2590,-1850,21.8,1527.3,blue,3.75,1,20,18,blue
4503175131,8,6,8,0,0,0,0,16970,6.8,17201,226,45,510,-601,22.6,1697,6,8,10,1,1,0,0,16460,6.8,17802,230,48,-510,601,23,1646,red,2.67,2,22,30,blue
4508573055,4,2,7,0,0,0,0,14866,6.8,17470,191,51,103,412,19.1,1486.6,2,4,3,1,0,1,0,14763,6.8,17058,239,41,-103,-412,23.9,1476.3,red,5.5,1.25,27,27,red
4479801050,9,10,10,0,0,0,0,17761,7,18196,229,48,-237,-500,22.9,1776.1,10,9,13,1,1,0,0,17998,7.2,18696,200,60,237,500,20,1799.8,blue,1.9,2.56,14,21,blue
4519375393,7,4,5,0,0,0,0,16650,7,18854,233,48,-612,549,23.3,1665,4,7,5,2,1,1,1,17262,7,18305,232,59,612,-549,23.2,1726.2,blue,3,1.29,16,20,red
4512258772,8,1,6,1,0,1,0,18607,7.4,20228,264,53,4488,3191,26.4,1860.7,1,8,1,1,1,0,0,14119,6.6,17037,210,60,-4488,-3191,21,1411.9,red,14,0.25,22,16,blue
4494864543,8,5,6,0,0,0,0,16237,6.8,17830,209,48,335,675,20.9,1623.7,5,8,5,1,1,0,0,15902,6.8,17155,192,64,-335,-675,19.2,1590.2,red,2.8,1.25,20,17,red
4505104958,2,3,2,1,1,0,0,14273,6.8,17164,220,40,-814,-418,22,1427.3,3,2,2,1,0,1,0,15087,6.6,17582,224,44,814,418,22.4,1508.7,red,1.33,2.5,20,13,red
4514431388,6,5,7,1,1,0,0,15906,7,17700,232,39,-39,464,23.2,1590.6,5,6,9,0,0,0,0,15945,6.6,17236,197,45,39,-464,19.7,1594.5,blue,2.6,2.33,19,18,blue
4513352439,4,5,3,0,0,0,0,16083,6.8,18268,264,53,80,-609,26.4,1608.3,5,4,8,1,1,0,0,16003,7.2,18877,225,53,-80,609,22.5,1600.3,blue,1.4,3.25,25,69,blue
4515442346,2,8,2,2,1,1,0,15034,7,17176,204,77,-1975,-888,20.4,1503.4,8,2,11,0,0,0,0,17009,7,18064,201,44,1975,888,20.1,1700.9,red,0.5,9.5,18,19,red
4524409899,5,3,7,0,0,0,0,16660,7.2,18967,257,52,1723,970,25.7,1666,3,5,5,2,1,1,0,14937,7,17997,227,52,-1723,-970,22.7,1493.7,red,4,1.6,17,39,blue
4444371751,5,9,2,1,1,0,0,13945,5.8,14302,155,56,-5763,-4731,15.5,1394.5,9,5,11,1,0,1,2,19708,7.4,19033,203,60,5763,4731,20.3,1970.8,red,0.78,4,18,16,blue
4513965875,3,13,6,0,0,0,0,14991,6.6,17279,207,53,-6050,-4081,20.7,1499.1,13,3,16,0,0,0,0,21041,7.6,21360,273,60,6050,4081,27.3,2104.1,red,0.69,9.67,27,38,red
4520923371,3,3,6,1,1,0,0,16653,7,18507,261,60,1152,-29,26.1,1665.3,3,3,6,0,0,0,0,15501,7.2,18536,228,60,-1152,29,22.8,1550.1,red,3,3,41,17,blue
4523763219,7,2,9,1,0,1,0,17557,7,18193,209,64,3822,2980,20.9,1755.7,2,7,1,0,0,0,0,13735,6,15213,224,24,-3822,-2980,22.4,1373.5,blue,8,0.43,20,20,blue
4521104135,4,8,4,1,1,0,0,14439,6.6,16198,196,41,-2975,-2024,19.6,1443.9,8,4,10,0,0,0,0,17414,7,18222,235,40,2975,2024,23.5,1741.4,red,1,4.5,16,40,red
4510666820,12,5,18,1,1,0,0,18567,7,18176,227,40,1526,472,22.7,1856.7,5,12,7,0,0,0,0,17041,6.8,17704,203,56,-1526,-472,20.3,1704.1,blue,6,1,42,18,blue
4524932837,9,1,9,1,1,0,0,17079,7,17962,229,44,3916,2599,22.9,1707.9,1,9,0,0,0,0,0,13163,6.6,15363,191,44,-3916,-2599,19.1,1316.3,blue,18,0.11,20,16,blue
4469723831,6,1,2,2,1,1,3,21051,7.4,20745,276,70,8776,8348,27.6,2105.1,1,6,1,0,0,0,0,12275,5.4,12397,176,20,-8776,-8348,17.6,1227.5,blue,8,0.33,14,15,blue
4499740164,8,10,4,0,0,0,0,15229,6.4,16071,213,4,-4493,-3830,21.3,1522.9,10,8,10,2,1,1,1,19722,7.4,19901,218,68,4493,3830,21.8,1972.2,red,1.2,2.5,16,15,red
4500544230,5,4,3,1,1,0,0,16490,7,18411,214,55,1018,-1023,21.4,1649,4,5,2,1,0,1,0,15472,7.2,19434,204,64,-1018,1023,20.4,1547.2,blue,2,1.2,17,13,blue
4525140164,8,9,7,0,0,0,0,17047,7,17601,200,47,-97,165,20,1704.7,9,8,6,1,1,0,0,17144,6.8,17436,198,48,97,-165,19.8,1714.4,blue,1.67,1.88,16,19,blue
4487935586,4,6,4,0,0,0,0,14844,7,17089,187,51,-933,-636,18.7,1484.4,6,4,6,1,0,1,0,15777,7,17725,217,31,933,636,21.7,1577.7,red,1.33,3,43,20,red
4523954840,8,10,10,0,0,0,0,16382,7.2,18090,206,37,-4322,-1588,20.6,1638.2,10,8,8,1,0,1,1,20704,7.2,19678,244,60,4322,1588,24.4,2070.4,red,1.8,2.25,19,17,red
4485823957,7,4,11,0,0,0,0,18113,7.2,19187,231,49,1350,524,23.1,1811.3,4,7,6,0,0,0,0,16763,7,18663,262,65,-1350,-524,26.2,1676.3,blue,4.5,1.43,26,21,red
4525145899,1,9,0,0,0,0,0,13933,6.6,16583,194,51,-5490,-2476,19.4,1393.3,9,1,8,1,1,0,1,19423,7.2,19059,225,52,5490,2476,22.5,1942.3,red,0.11,17,34,20,red
4459553176,8,8,9,1,1,0,0,16352,6.8,17749,214,36,-730,58,21.4,1635.2,8,8,10,0,0,0,0,17082,7,17691,191,50,730,-58,19.1,1708.2,red,2.12,2.25,21,17,red
4462400484,2,2,0,0,0,0,0,15098,7,19226,239,64,-631,337,23.9,1509.8,2,2,2,1,1,0,0,15729,7.2,18889,258,76,631,-337,25.8,1572.9,blue,1,2,14,25,blue
4522561203,5,4,4,1,0,1,0,16384,7.4,18938,244,50,-183,254,24.4,1638.4,4,5,3,1,1,0,0,16567,7,18684,243,60,183,-254,24.3,1656.7,red,2.25,1.4,38,21,blue
4512990467,7,11,9,1,0,1,0,17132,6.6,16777,198,56,-2250,-1591,19.8,1713.2,11,7,17,1,1,0,0,19382,7,18368,196,52,2250,1591,19.6,1938.2,red,1.45,4,21,22,blue
4453522690,5,3,6,1,1,0,0,16116,6.8,18086,249,60,493,-699,24.9,1611.6,3,5,3,0,0,0,0,15623,7.2,18785,250,48,-493,699,25,1562.3,red,3.67,1.2,26,48,blue
4525240848,7,7,11,0,0,0,0,17201,7,18871,230,49,-211,-626,23,1720.1,7,7,10,1,1,0,0,17412,7.2,19497,222,68,211,626,22.2,1741.2,red,2.57,2.43,23,18,blue
4518457045,3,6,4,0,0,0,0,15224,7,18728,228,49,-1611,97,22.8,1522.4,6,3,11,0,0,0,0,16835,7.2,18631,247,44,1611,-97,24.7,1683.5,blue,1.17,5.67,18,45,red
4494818793,6,8,3,0,0,0,0,15334,6.4,16172,203,44,-1343,-768,20.3,1533.4,8,6,5,1,1,0,0,16677,6.6,16940,204,36,1343,768,20.4,1667.7,red,1.12,2.17,18,24,red
4436503508,12,3,17,2,1,1,1,21016,7.4,20144,272,59,5512,3244,27.2,2101.6,3,12,6,0,0,0,0,15504,6.6,16900,212,56,-5512,-3244,21.2,1550.4,blue,9.67,0.75,21,51,blue
4520304212,7,13,9,0,0,0,0,15812,6.8,17646,186,47,-3590,-1683,18.6,1581.2,13,7,10,1,1,0,0,19402,7.2,19329,216,52,3590,1683,21.6,1940.2,red,1.23,3.29,19,18,red
4478553958,5,5,10,1,0,1,0,15447,6.2,15691,194,44,-406,-1748,19.4,1544.7,5,5,6,0,0,0,0,15853,7,17439,219,50,406,1748,21.9,1585.3,blue,3,2.2,22,17,blue
4524476983,5,11,6,0,0,0,0,15812,6.6,16319,209,56,-2150,-1215,20.9,1581.2,11,5,18,1,1,0,0,17962,6.8,17534,175,66,2150,1215,17.5,1796.2,red,1,5.8,15,16,blue
4522530131,1,5,1,1,1,0,0,14301,6.8,17056,214,45,-679,-1331,21.4,1430.1,5,1,2,0,0,0,0,14980,7,18387,216,43,679,1331,21.6,1498,red,0.4,7,18,17,red
4506094664,2,10,1,1,0,1,0,14749,6.6,16489,204,51,-3114,-2569,20.4,1474.9,10,2,5,0,0,0,0,17863,7.2,19058,224,47,3114,2569,22.4,1786.3,blue,0.3,7.5,13,19,red
4515527726,7,6,6,0,0,0,0,17605,7.4,19964,254,64,1564,668,25.4,1760.5,6,7,3,1,1,0,0,16041,7.2,19296,214,44,-1564,-668,21.4,1604.1,blue,2.17,1.29,40,19,red
4495054674,5,9,5,1,1,0,0,15535,6.8,17403,207,53,-4205,-1540,20.7,1553.5,9,5,10,0,0,0,1,19740,7.4,18943,251,44,4205,1540,25.1,1974,red,1.11,3.8,58,24,red
4520676421,11,1,13,0,0,0,0,18761,7.2,19378,230,62,4172,1918,23,1876.1,1,11,1,0,0,0,0,14589,6.8,17460,259,47,-4172,-1918,25.9,1458.9,blue,24,0.18,49,16,blue
4523507584,8,12,5,1,1,0,0,16855,6.4,16841,216,44,-2672,-2811,21.6,1685.5,12,8,19,0,0,0,0,19527,7.4,19652,204,65,2672,2811,20.4,1952.7,blue,1.08,3.88,15,16,blue
4520799474,18,10,15,1,1,0,0,21352,7.6,20771,224,59,4287,3938,22.4,2135.2,10,18,11,0,0,0,0,17065,6.8,16833,135,35,-4287,-3938,13.5,1706.5,blue,3.3,1.17,12,13,blue
4519839148,5,1,7,1,1,0,0,15990,7.2,18712,221,54,811,881,22.1,1599,1,5,1,0,0,0,0,15179,7,17831,235,65,-811,-881,23.5,1517.9,red,12,0.4,18,18,blue
4523054451,5,4,3,1,1,0,0,15015,6.4,16819,184,47,-585,-809,18.4,1501.5,4,5,2,1,0,1,0,15600,6.8,17628,248,52,585,809,24.8,1560,blue,2,1.2,13,19,blue
4495272249,5,6,3,1,0,1,0,15432,6.6,16542,223,24,-1042,-2030,22.3,1543.2,6,5,8,1,1,0,0,16474,7,18572,221,64,1042,2030,22.1,1647.4,red,1.33,2.8,16,21,red
4514795179,4,3,4,0,0,0,0,15404,7,18235,236,51,163,1490,23.6,1540.4,3,4,3,1,1,0,0,15241,6.8,16745,238,43,-163,-1490,23.8,1524.1,red,2.67,1.5,20,21,red
4515979529,5,1,5,1,1,0,0,16224,7.2,18401,233,52,1697,1110,23.3,1622.4,1,5,1,0,0,0,0,14527,6.6,17291,238,60,-1697,-1110,23.8,1452.7,red,10,0.4,44,18,blue
4524895008,10,7,15,1,1,0,0,17437,7,17146,177,57,1059,180,17.7,1743.7,7,10,5,1,0,1,0,16378,6.8,16966,186,55,-1059,-180,18.6,1637.8,red,3.57,1.2,14,122,blue
4453712057,6,6,5,1,0,1,0,17783,7.6,19374,236,72,1498,149,23.6,1778.3,6,6,7,1,1,0,0,16285,7.4,19225,213,61,-1498,-149,21.3,1628.5,red,1.83,2.17,20,16,blue
4522776236,8,8,5,0,0,0,0,17618,7.2,19023,227,41,457,692,22.7,1761.8,8,8,5,1,1,0,0,17161,7,18331,225,49,-457,-692,22.5,1716.1,blue,1.62,1.62,17,18,red
4522859365,9,2,16,1,1,0,0,18984,7.4,20083,254,54,4620,2871,25.4,1898.4,2,9,3,0,0,0,0,14364,6.6,17212,171,59,-4620,-2871,17.1,1436.4,blue,12.5,0.56,21,18,red
4524945992,11,10,8,1,1,0,0,18104,6.8,17404,205,40,1117,-637,20.5,1810.4,10,11,6,0,0,0,0,16987,6.8,18041,168,41,-1117,637,16.8,1698.7,blue,1.9,1.45,13,17,blue
4513730011,5,6,2,0,0,0,0,17250,7,19462,251,68,929,1352,25.1,1725,6,5,9,1,1,0,0,16321,7.2,18110,211,44,-929,-1352,21.1,1632.1,blue,1.17,3,21,16,blue
4510706024,5,4,7,2,1,1,0,16222,7,18814,243,56,459,1309,24.3,1622.2,4,5,1,0,0,0,0,15763,7,17505,234,51,-459,-1309,23.4,1576.3,red,3,1,26,43,red
4467448834,3,8,2,0,0,0,0,15179,7,17994,238,47,-2537,-1603,23.8,1517.9,8,3,6,1,1,0,0,17716,7.2,19597,216,64,2537,1603,21.6,1771.6,red,0.62,4.67,31,19,red
4494522299,3,13,2,0,0,0,0,13896,5.6,13354,197,20,-4882,-4505,19.7,1389.6,13,3,18,1,1,0,0,18778,6.8,17859,204,57,4882,4505,20.4,1877.8,red,0.38,10.33,15,53,blue
4477077306,8,8,11,0,0,0,0,17911,6.8,17981,218,40,1014,688,21.8,1791.1,8,8,12,1,0,1,0,16897,6.6,17293,191,47,-1014,-688,19.1,1689.7,red,2.38,2.5,19,18,red
4488501189,11,5,10,0,0,0,0,18582,7,18818,217,39,3039,2255,21.7,1858.2,5,11,8,0,0,0,0,15543,6.6,16563,203,28,-3039,-2255,20.3,1554.3,blue,4.2,1.18,17,18,red
4518951602,13,10,18,2,1,1,0,19099,6.8,17642,207,30,650,511,20.7,1909.9,10,13,8,0,0,0,0,18449,6.6,17131,204,52,-650,-511,20.4,1844.9,blue,3.1,1.38,115,32,blue
4507086578,6,9,8,1,0,1,0,15879,6.8,17163,187,48,-905,-709,18.7,1587.9,9,6,10,1,1,0,0,16784,7,17872,183,53,905,709,18.3,1678.4,blue,1.56,3.17,42,35,blue
4523312152,9,7,4,0,0,0,0,17354,6.8,18013,239,32,966,969,23.9,1735.4,7,9,4,1,1,0,0,16388,6.8,17044,208,39,-966,-969,20.8,1638.8,blue,1.86,1.22,17,20,red
4514078470,6,8,9,1,0,1,1,16760,6.6,16615,186,40,-429,-1821,18.6,1676,8,6,10,0,0,0,0,17189,7.2,18436,242,43,429,1821,24.2,1718.9,red,1.88,3,26,16,blue
4522338058,7,5,8,2,1,1,0,16839,6.6,17206,209,53,1211,355,20.9,1683.9,5,7,9,0,0,0,0,15628,6.8,16851,191,51,-1211,-355,19.1,1562.8,blue,3,2,39,26,blue
4505315494,6,5,6,1,1,0,0,16186,7,18472,225,43,53,-114,22.5,1618.6,5,6,5,0,0,0,0,16133,6.8,18586,205,56,-53,114,20.5,1613.3,red,2.4,1.67,13,12,blue
4514158215,9,5,10,1,1,0,0,16915,7,17888,198,55,649,-103,19.8,1691.5,5,9,5,0,0,0,0,16266,6.8,17991,197,60,-649,103,19.7,1626.6,red,3.8,1.11,35,14,blue
4517541768,9,11,7,0,0,0,1,17951,6.2,16342,207,30,-135,-1288,20.7,1795.1,11,9,11,1,1,0,0,18086,6.6,17630,190,45,135,1288,19,1808.6,red,1.45,2.44,21,20,red
4459895934,8,7,7,1,1,0,0,17722,7.2,18555,224,43,1137,-609,22.4,1772.2,7,8,6,1,0,1,0,16585,7.2,19164,225,47,-1137,609,22.5,1658.5,blue,2.14,1.62,36,57,blue
4488652229,9,1,9,1,1,0,0,18381,7,19201,249,56,3951,2490,24.9,1838.1,1,9,0,0,0,0,0,14430,6.6,16711,214,60,-3951,-2490,21.4,1443,blue,18,0.11,21,21,blue
4462059327,5,6,5,0,0,0,0,16084,6.8,17317,219,46,-859,-2114,21.9,1608.4,6,5,5,1,1,0,0,16943,7.4,19431,244,60,859,2114,24.4,1694.3,red,1.67,2.2,15,18,red
4524178462,2,6,0,0,0,0,0,15054,7.2,18364,239,60,-962,612,23.9,1505.4,6,2,6,1,1,0,0,16016,6.8,17752,233,44,962,-612,23.3,1601.6,red,0.33,6,24,25,red
